"";"p_sr";"p_mr";"p_pr"
"524";24940,139680075;19325,8777085375;25911,598978832
"525";19361,0160689074;13048,5432013646;18608,7340811599
"526";14993,0197694994;22491,0285678422;14490,5520411085
"527";14897,7171799734;33456,0208399557;14419,5613205905
"528";17129,3666244404;28215,8589249905;16301,2942617868
"529";18914,686180014;24674,6714188159;18115,5901320069
"530";19361,0160689074;6826,08855495322;18608,7340811599
"531";16013,5419022069;5176,70929051563;15304,088695771
"532";16906,2016799937;22508,1339665558;16093,1389639388
"533";19361,0160689074;21834,0360626783;18608,7340811599
"534";14005,0574021866;10019,2383852582;13797,2687065552
"535";27729,7014856587;20448,1443488225;30199,3687393766
"536";17129,3666244404;11728,0384440562;16301,2942617868
"537";15098,5656299754;55824,7204267327;14570,1807067667
"538";16013,5419022069;23383,8588774139;15304,088695771
"539";14507,3459009;9224,23973800801;14137,8714905563
"540";14339,8048188566;12228,8514064224;14021,505539342
"541";16013,5419022069;23181,7159293098;15304,088695771
"542";16013,5419022069;3971,72332652844;15304,088695771
"543";20030,5109022475;22835,8587375861;19376,5021085521
"544";38553,2012913237;39610,8660528464;48731,3796857973
"545";13781,8924577399;40372,8375478908;13653,9636075365
"546";13781,8924577399;9829,24906999245;13653,9636075365
"547";12757,6434704601;34273,7276364481;13061,2402445776
"548";18245,1913466739;14844,4639860215;17404,9265473468
"549";14654,4562322793;4635,43908006884;14242,2993499766
"550";10333,2687799689;2364,42444283422;12106,626413308
"551";19361,0160689074;13178,4526007446;18608,7340811599
"552";12666,0677355064;33015,2115812087;13013,5470279001
"553";13223,9800966231;2375,26459396258;13317,7169590854
"554";16571,4542633237;3508,78161659744;15788,9974218802
"555";18245,1913466739;10870,2607110972;17404,9265473468
"556";20923,1706800343;20089,1545643695;20450,456244225
"557";14451,38729108;13668,9638053989;14098,7005935215
"558";12108,1553743896;19944,0751995305;12742,235247892
"559";15455,6295410901;16186,2668912495;14847,3495173706
"560";16013,5419022069;7084,55838057771;15304,088695771
"561";20476,8407911409;22504,7443774343;19906,4653919349
"562";12356,3705838505;11802,1147646941;12858,834449994
"563";22708,4902356079;22434,7767294841;22758,6934592063
"564";17352,5315688871;13514,781185464;16513,7066284166
"565";31487,8103083884;35796,0587069811;36422,8109811646
"566";14897,7171799734;36188,6894991444;14419,5613205905
"567";16013,5419022069;20534,4509493727;15304,088695771
"568";24940,139680075;29402,4206479285;25911,598978832
"569";19361,0160689074;15576,8255095771;18608,7340811599
"570";78475,5496620988;62410,5015897276;61809,1687868378
"571";14339,8048188566;12354,2298061084;14021,505539342
"572";20476,8407911409;63833,8426575409;19906,4653919349
"573";44739,3335513863;51718,0507279355;59114,4882967242
"574";16458,9791313225;8212,98417167645;15689,0104732939
"575";21592,6655133744;19389,4973595142;21291,8690083808
"576";16738,8279716587;15001,8055942832;15939,8462771464
"577";22708,4902356079;18191,0246629976;22758,6934592063
"578";17129,3666244404;23886,988807044;16301,2942617868
"579";17129,3666244404;13746,8283313923;16301,2942617868
"580";16013,5419022069;11333,1287107188;15304,088695771
"581";25721,2169856384;42082,5637932522;27076,8956555731
"582";14339,8048188566;9006,02977711707;14021,505539342
"583";17129,3666244404;12556,5938339569;16301,2942617868
"584";16013,5419022069;1660,47693817504;15304,088695771
"585";24940,139680075;13191,1309714578;25911,598978832
"586";17129,3666244404;28732,7131156195;16301,2942617868
"587";19361,0160689074;24720,0772402594;18608,7340811599
"588";16013,5419022069;940,795931566507;15304,088695771
"589";16013,5419022069;24930,1549758101;15304,088695771
"590";17129,3666244404;10237,9827259155;16301,2942617868
"591";14228,2223466333;28590,5489047123;13945,5310391403
"592";20476,8407911409;23876,2864300385;19906,4653919349
"593";16571,4542633237;26513,2337600198;15788,9974218802
"594";16013,5419022069;30996,1906036846;15304,088695771
"595";16571,4542633237;10299,2623707289;15788,9974218802
"596";16013,5419022069;12926,1136000073;15304,088695771
"597";15455,6295410901;10587,0358773163;14847,3495173706
"598";11077,1333310459;1102,81495994609;12329,9566670588
"599";17687,2789855572;29477,2215225408;16840,1977815795
"600";13558,7275132932;41567,5274454504;13515,6657538545
"601";13558,7275132932;22962,8884946257;13515,6657538545
"602";14879,127540101;34416,0927682268;14405,8149299683
"603";11518,9999210503;-1510,63502393663;12492,2639002356
"604";13831,5020248904;12914,3747104192;13685,3892593457
"605";15678,7944855368;3899,41078013275;15026,6148312354
"606";12666,0677355064;10088,3001543283;13013,5470279001
"607";20476,8407911409;9724,99604040384;19906,4653919349
"608";14897,7171799734;14543,4183401763;14419,5613205905
"609";14897,7171799734;11902,2364873094;14419,5613205905
"610";11459,1024499608;3004,62567561027;12468,9870120619
"611";22150,5778744912;20716,103492029;22015,4943464518
"612";12470,7984091155;18605,2265481707;12914,8102905525
"613";13447,1450410698;4756,03059846815;13448,410172693
"614";14897,7171799734;1492,21407199744;14419,5613205905
"615";17129,3666244404;27551,4126151595;16301,2942617868
"616";13781,8924577399;12503,1471798932;13653,9636075365
"617";61650,7730415574;61880,5842792168;76787,2905878385
"618";17687,2789855572;25305,618654618;16840,1977815795
"619";24940,139680075;22223,0529695554;25911,598978832
"620";30519,2632912425;25192,8380089393;34781,1243891618
"621";13223,9800966231;43171,3918828471;13317,7169590854
"622";15733,2578902291;17327,8892387813;15071,0620376411
"623";16013,5419022069;17852,3914616564;15304,088695771
"624";11773,4079577196;3914,29800887313;12595,5451689593
"625";19361,0160689074;10006,1813116996;18608,7340811599
"626";19546,7562521704;56301,708223762;18818,4070538582
"627";23243,3942909522;35057,7786832126;23488,8989542823
"628";15224,9885710045;16010,7894193372;14666,946924503
"629";21683,8172349337;66977,2704988765;21408,7244806239
"630";13223,9800966231;2714,17872997466;13317,7169590854
"631";14562,9697633033;15462,7457151935;14177,1099502073
"632";11848,1682141092;-5982,54587276187;12627,246988731
"633";16825,8622999929;29167,5624998612;16019,254818218
"634";16013,5419022069;10273,1855830271;15304,088695771
"635";78475,5496620988;85657,5765873808;61809,1687868378
"636";16013,5419022069;30787,0773982033;15304,088695771
"637";11230,8270282863;5619,80513822567;12383,9354512575
"638";11328,1046275706;21778,0572778871;12419,4687990656
"639";19361,0160689074;25430,3197414139;18608,7340811599
"640";37904,5389055477;39674,4007154321;47600,004515165
"641";19361,0160689074;24729,1342334235;18608,7340811599
"642";14897,7171799734;32102,0879885396;14419,5613205905
"643";14897,7171799734;20359,27329659;14419,5613205905
"644";16459,8717911003;20625,1933188997;15689,7996216694
"645";14897,7171799734;11943,7798943594;14419,5613205905
"646";15790,3769577602;10509,8288778095;15117,9689183868
"647";19361,0160689074;18756,4295178512;18608,7340811599
"648";17129,3666244404;5335,589923013;16301,2942617868
"649";19361,0160689074;28057,9045316968;18608,7340811599
"650";78475,5496620988;75092,0878392551;61809,1687868378
"651";24940,139680075;23138,3588759424;25911,598978832
"652";42560,2952425726;44072,7020855835;55571,5265121129
"653";19361,0160689074;23988,0436187042;18608,7340811599
"654";13781,8924577399;2400,3896752419;13653,9636075365
"655";11952,0626539964;17847,2790009081;12672,3164939996
"656";29269,5730770826;32542,5939553436;32698,4505426742
"657";12666,0677355064;30035,512105749;13013,5470279001
"658";15455,6295410901;31813,563363418;14847,3495173706
"659";24940,139680075;19262,7466775244;25911,598978832
"660";16236,7068466536;22096,722730008;15494,7156007886
"661";19361,0160689074;20917,8929219162;18608,7340811599
"662";16013,5419022069;25071,5969028985;15304,088695771
"663";22345,8472008821;21432,5592497699;22273,4275186939
"664";16013,5419022069;24533,1215486052;15304,088695771
"665";18911,8854599612;8019,17744053248;18112,5439440837
"666";15455,6295410901;8875,84985412471;14847,3495173706
"667";14339,8048188566;12104,763056783;14021,505539342
"668";16013,5419022069;6873,42738630716;15304,088695771
"669";14339,8048188566;20988,3611929966;14021,505539342
"670";17129,3666244404;15819,200513199;16301,2942617868
"671";16582,4005038488;23490,8274548883;15798,7878342385
"672";11669,2457198991;7793,39683720563;12552,3970712031
"673";16013,5419022069;11869,947239181;15304,088695771
"674";19361,0160689074;13340,4247508636;18608,7340811599
"675";16571,4542633237;8604,31466725003;15788,9974218802
"676";66468,4913370144;68021,5691047683;76759,3800069841
"677";16013,5419022069;28063,635890061;15304,088695771
"678";12331,3203188363;10584,0787016964;12846,7669699837
"679";14897,7171799734;33378,4650970604;14419,5613205905
"680";15973,3722122065;6502,42488459498;15270,2530580808
"681";15455,6295410901;26754,2694091741;14847,3495173706
"682";14897,7171799734;35085,6750426954;14419,5613205905
"683";18245,1913466739;17435,825939578;17404,9265473468
"684";15293,8349563663;24173,867287715;14720,2758438395
"685";19361,0160689074;14473,8768411847;18608,7340811599
"686";12692,3119329733;26617,9351931699;13027,1248242605
"687";17687,2789855572;10640,2364462614;16840,1977815795
"688";13223,9800966231;1977,47492954228;13317,7169590854
"689";45218,3905793828;61476,741309748;59870,3459411301
"690";14897,7171799734;12796,2739789486;14419,5613205905
"691";43669,2688010116;40003,5873892121;57394,7454856689
"692";14897,7171799734;4694,05280075222;14419,5613205905
"693";14897,7171799734;18702,6420808313;14419,5613205905
"694";20476,8407911409;21811,9125765329;19906,4653919349
"695";24940,139680075;21503,9612388276;25911,598978832
"696";13223,9800966231;23579,1768108029;13317,7169590854
"697";13781,8924577399;2765,82373042218;13653,9636075365
"698";17798,8614577805;26941,1190179558;16951,1025209401
"699";15455,6295410901;13847,8089796025;14847,3495173706
"700";22150,5778744912;17178,0151564199;22015,4943464518
"701";17129,3666244404;10689,215034646;16301,2942617868
"702";17129,3666244404;24633,0723356865;16301,2942617868
"703";15120,8821244201;48751,2275046259;14587,1524697378
"704";34687,7947633041;23150,0388724916;41963,6447278659
"705";18245,1913466739;24316,2269898197;17404,9265473468
"706";24940,139680075;13172,2792431461;25911,598978832
"707";19918,9284300242;42230,5286357384;19246,2499813828
"708";10631,684943683;-3908,39703930821;12188,6098544408
"709";22440,6923022719;25299,2559706308;22399,5644896327
"710";16069,3331383186;19910,5035962788;15351,3248323945
"711";13335,5625688465;9184,16786009632;13382,4251572796
"712";13558,7275132932;16815,8974416424;13515,6657538545
"713";17129,3666244404;15822,5207072254;16301,2942617868
"714";17352,5315688871;27458,9493923094;16513,7066284166
"715";19361,0160689074;16266,4574661246;18608,7340811599
"716";63994,0049582477;65521,9514423059;77137,8485790547
"717";11773,4079577196;9795,27785395551;12595,5451689593
"718";14897,7171799734;11086,6415699366;14419,5613205905
"719";14339,8048188566;3554,01926244888;14021,505539342
"720";12108,1553743896;6981,81639679335;12742,235247892
"721";16013,5419022069;1831,8043947164;15304,088695771
"722";17129,3666244404;27428,6393863978;16301,2942617868
"723";14897,7171799734;11981,1909726923;14419,5613205905
"724";24828,5572078516;39778,4494412076;25747,5846700617
"725";21592,6655133744;24504,7624101499;21291,8690083808
"726";13781,8924577399;22364,6921402495;13653,9636075365
"727";17687,2789855572;54018,3017743723;16840,1977815795
"728";17687,2789855572;28658,0250798352;16840,1977815795
"729";78475,5496620988;80177,8946568072;61809,1687868378
"730";16571,4542633237;13619,2720555849;15788,9974218802
"731";11267,8947255589;4281,8980411347;12397,3506763669
"732";19361,0160689074;52187,0560281938;18608,7340811599
"733";13781,8924577399;6191,67496308684;13653,9636075365
"734";13150,5365134057;57689,5724487137;13275,8258224089
"735";25007,7809747368;69254,322889844;26011,3299370263
"736";14897,7171799734;25458,935605621;14419,5613205905
"737";14408,9859516351;58091,2438124074;14069,2230893433
"738";21725,9619346925;66447,8353352034;21462,9362472137
"739";12138,2714836427;11661,9020149987;12756,0287453816
"740";12666,0677355064;3547,54909095354;13013,5470279001
"741";33866,737457943;38635,6311070723;40529,7601742967
"742";15120,8821244201;5076,28831236344;14587,1524697378
"743";11774,7023143974;3106,46287671663;12596,0888316864
"744";13054,3858970909;12497,9758614441;13221,8261173035
"745";11582,5461389815;7036,72235685121;12517,3929967996
"746";13470,3095623034;56970,2244328046;13462,2681328652
"747";16013,5419022069;15112,6026340323;15304,088695771
"748";78475,5496620988;74674,8951841937;61809,1687868378
"749";12554,485263283;7611,9662055159;12956,6310139192
"750";14005,0574021866;2446,45055468939;13797,2687065552
"751";21592,6655133744;22980,7589642862;21291,8690083808
"752";77613,5718276271;81663,6043540537;63705,0870398332
"753";19361,0160689074;14624,3767926982;18608,7340811599
"754";14383,2661917876;5882,40780562721;14051,4282395892
"755";14674,5522355267;27651,843690766;14256,7273579283
"756";10992,3306521561;-3925,76846947242;12301,3118770528
"757";17129,3666244404;8345,90686818399;16301,2942617868
"758";13558,7275132932;15105,0147716608;13515,6657538545
"759";19361,0160689074;24997,3970479025;18608,7340811599
"760";78475,5496620988;68835,6345689949;61809,1687868378
"761";19361,0160689074;22370,0749708312;18608,7340811599
"762";11773,4079577196;5066,65908847284;12595,5451689593
"763";35227,8539288651;27422,9063148294;42909,3301555685
"764";12666,0677355064;36481,0142636206;13013,5470279001
"765";19361,0160689074;23310,4793193983;18608,7340811599
"766";43211,7695066486;62974,4348476538;56647,2978255311
"767";17851,5060681755;51110,3662417727;17003,784247184
"768";16571,4542633237;13830,5647914978;15788,9974218802
"769";10434,4182910394;12427,1870417111;12133,2631540446
"770";15120,8821244201;3167,43741376791;14587,1524697378
"771";12889,2326799531;4523,09749793634;13131,315782532
"772";15455,6295410901;19173,8696706612;14847,3495173706
"773";63994,0049582477;56918,8159733899;77137,8485790547
"774";19361,0160689074;4866,75269507058;18608,7340811599
"775";19361,0160689074;18554,3738695085;18608,7340811599
"776";19361,0160689074;22381,0304155834;18608,7340811599
"777";16013,5419022069;17168,9530808171;15304,088695771
"778";13781,8924577399;10651,6391161941;13653,9636075365
"779";18245,1913466739;5928,81552614365;17404,9265473468
"780";15455,6295410901;12485,2836856088;14847,3495173706
"781";24940,139680075;20779,3580334233;25911,598978832
"782";16566,6450587708;55604,3959754715;15784,6993608427
"783";23824,3149578415;24321,4347665338;24300,6872731204
